Listing Title,Area,Distances to Railway Stations,Building Age,Stories Tall,Floor,Price,Administrative Costs,Deposit,Gratuity,Rooms,Square Meters,Links to Listing
セレーネ　Ａ,茨城県坂東市辺田,関東鉄道常総線/水海道駅 歩131分,新築,2階建,1階,6.55万円,2500円,-,-,2LDK,53.63m,https://suumo.jp/chintai/jnc_000054278187/?bc=100183863274
セレーネ　Ａ,茨城県坂東市辺田,関東鉄道常総線/水海道駅 歩131分,新築,2階建,1階,6.55万円,2500円,-,-,2LDK,53.63m,https://suumo.jp/chintai/jnc_000054278185/?bc=100183863280
セレーネ　Ａ,茨城県坂東市辺田,関東鉄道常総線/水海道駅 歩131分,新築,2階建,1階,6.75万円,2500円,-,-,2LDK,53.63m,https://suumo.jp/chintai/jnc_000054278184/?bc=100183863291
セレーネ　Ａ,茨城県坂東市辺田,関東鉄道常総線/水海道駅 歩131分,新築,2階建,1階,6.75万円,2500円,-,-,2LDK,53.63m,https://suumo.jp/chintai/jnc_000054278188/?bc=100183863253
セレーネ　Ａ,茨城県坂東市辺田,関東鉄道常総線/水海道駅 歩131分,新築,2階建,1階,6.95万円,2500円,-,-,2LDK,57.55m,https://suumo.jp/chintai/jnc_000054278192/?bc=100183863296
セレーネ　Ａ,茨城県坂東市辺田,関東鉄道常総線/水海道駅 歩131分,新築,2階建,1階,6.95万円,2500円,-,-,2LDK,57.55m,https://suumo.jp/chintai/jnc_000054278191/?bc=100183863313
セレーネ　Ａ,茨城県坂東市辺田,関東鉄道常総線/水海道駅 歩131分,新築,2階建,1階,6.95万円,2500円,-,-,2LDK,57.55m,https://suumo.jp/chintai/jnc_000054278190/?bc=100183863304
セレーネ　Ａ,茨城県坂東市辺田,関東鉄道常総線/水海道駅 歩131分,新築,2階建,1階,7.15万円,2500円,-,-,2LDK,57.55m,https://suumo.jp/chintai/jnc_000054278193/?bc=100183863259
セレーネ　Ａ,茨城県坂東市辺田,関東鉄道常総線/水海道駅 歩131分,新築,2階建,1階,7.15万円,2500円,-,-,2LDK,57.55m,https://suumo.jp/chintai/jnc_000054278189/?bc=100183863247
ヴィラ・クレインＢ,茨城県つくば市要,"つくばエクスプレス/つくば駅 歩99分,つくばエクスプレス/研究学園駅 歩99分",築31年,2階建,1階,4万円,2000円,-,-,2DK,39.6m,https://suumo.jp/chintai/jnc_000043365552/?bc=100183911766
ル・シエル　Ａ,茨城県猿島郡境町大字長井戸,東武日光線/南栗橋駅 歩126分,築4年,2階建,2階,4.8万円,3500円,-,-,1LDK,36.3m,https://suumo.jp/chintai/jnc_000054971930/?bc=100184198829
ル・シエル　Ａ,茨城県猿島郡境町大字長井戸,東武日光線/南栗橋駅 歩126分,築4年,2階建,2階,5.1万円,3500円,-,-,1LDK,45.5m,https://suumo.jp/chintai/jnc_000055110493/?bc=100184198830
ボヌール　ミー,茨城県坂東市辺田,関東鉄道常総線/水海道駅 歩129分,新築,2階建,1階,5.95万円,2500円,-,-,1LDK,50.06m,https://suumo.jp/chintai/jnc_000054829278/?bc=100183863277
ボヌール　ミー,茨城県坂東市辺田,関東鉄道常総線/水海道駅 歩129分,新築,2階建,1階,5.95万円,2500円,-,-,1LDK,50.06m,https://suumo.jp/chintai/jnc_000054829279/?bc=100183863298
ボヌール　ミー,茨城県坂東市辺田,関東鉄道常総線/水海道駅 歩129分,新築,2階建,1階,6.15万円,2500円,-,-,1LDK,50.06m,https://suumo.jp/chintai/jnc_000054829277/?bc=100183863245
ボヌール　ミー,茨城県坂東市辺田,関東鉄道常総線/水海道駅 歩129分,新築,2階建,1階,6.15万円,2500円,-,-,1LDK,50.06m,https://suumo.jp/chintai/jnc_000054829280/?bc=100183863261
ボヌール　ミー,茨城県坂東市辺田,関東鉄道常総線/水海道駅 歩129分,新築,2階建,1階,6.55万円,2500円,-,-,2LDK,56.68m,https://suumo.jp/chintai/jnc_000054829282/?bc=100183863272
ボヌール　ミー,茨城県坂東市辺田,関東鉄道常総線/水海道駅 歩129分,新築,2階建,1階,6.55万円,2500円,-,-,2LDK,56.68m,https://suumo.jp/chintai/jnc_000054829283/?bc=100183863312
ボヌール　ミー,茨城県坂東市辺田,関東鉄道常総線/水海道駅 歩129分,新築,2階建,1階,6.75万円,2500円,-,-,2LDK,56.68m,https://suumo.jp/chintai/jnc_000054829284/?bc=100183863282
ボヌール　ミー,茨城県坂東市辺田,関東鉄道常総線/水海道駅 歩129分,新築,2階建,1階,6.75万円,2500円,-,-,2LDK,56.68m,https://suumo.jp/chintai/jnc_000054829281/?bc=100183863279
サンビレッジよし乃,茨城県つくば市観音台１,つくばエクスプレス/つくば駅 歩104分,築23年,2階建,2階,4.6万円,2000円,6万円,-,2DK,52.84m,https://suumo.jp/chintai/jnc_000054687900/?bc=100183981034
ラ・プロムナードII,埼玉県熊谷市八ツ口,ＪＲ高崎線/熊谷駅 歩119分,築9年,2階建,1階,4.9万円,3000円,-,-,1LDK,45.06m,https://suumo.jp/chintai/jnc_000055023898/?bc=100170847327
大島新井住宅,群馬県北群馬郡榛東村大字新井,"ＪＲ上越線/群馬総社駅 歩77分,ＪＲ上越線/八木原駅 歩82分,ＪＲ上越線/渋川駅 歩105分",築46年,平屋,1階,3.5万円,-,-,-,3K,42.23m,https://suumo.jp/chintai/jnc_000042388214/?bc=100129178813
坂本邸貸家,千葉県長生郡白子町剃金,ＪＲ外房線/本納駅 歩96分,築28年,平屋,1階,4.3万円,-,4.3万円,4.3万円,2DK,47.92m,https://suumo.jp/chintai/jnc_000055145162/?bc=100184265317
Manoir Imagawa,東京都杉並区今川４,"ＪＲ中央線/西荻窪駅 歩19分,西武新宿線/上井草駅 歩17分,西武新宿線/上石神井駅 歩21分",築6年,2階建,1-2階,13.8万円,3000円,13.8万円,13.8万円,3LDK,66.7m,https://suumo.jp/chintai/jnc_000054973525/?bc=100183684403
グリ－ン・ウィステリア,埼玉県比企郡川島町大字上伊草,"東武東上線/東松山駅 車18分(9.5km),東武東上線/鶴ヶ島駅 車12分(6.4km)",築2年,2階建,2階,7万円,2000円,-,3万円,2LDK,57.19m,https://suumo.jp/chintai/jnc_000055089791/?bc=100184187358
リヴィエ－ルＢ,群馬県高崎市箕郷町矢原,"ＪＲ上越線/群馬総社駅 歩79分,ＪＲ信越本線/群馬八幡駅 歩89分,ＪＲ上越線/井野駅 歩92分",築17年,2階建,2階,4.4万円,3000円,-,-,2LDK,64.43m,https://suumo.jp/chintai/jnc_000021885726/?bc=100183571025
マウントリヴァ２００１,茨城県神栖市神栖３,"京成高速バス（東京駅～鹿島神宮/鹿島セントラルホテル 駅より車4分(1.5km),ＪＲ鹿島線/鹿島神宮駅 歩110分,ＪＲ成田線/小見川駅 歩104分",築19年,3階建,1階,5.2万円,3500円,-,-,2LDK,55.71m,https://suumo.jp/chintai/jnc_000054943354/?bc=100118046964
金剛レジデンス城南,群馬県前橋市東大室町,上毛電鉄/樋越駅 歩90分,築35年,2階建,2階,2.9万円,1000円,2.9万円,-,1K,19.44m,https://suumo.jp/chintai/jnc_000055049713/?bc=100183870350
パルテールノグチ,茨城県稲敷郡阿見町岡崎１,ＪＲ常磐線/土浦駅 バス12分 (バス停)阿見坂上 歩4分,築25年,2階建,2階,4.3万円,1800円,4.3万円,-,1LDK,44.71m,https://suumo.jp/chintai/jnc_000026661646/?bc=100183654805
旭ルーミーNo.20番館,茨城県つくば市花畑２,つくばエクスプレス/つくば駅 歩86分,築35年,2階建,1-2階,4.7万円,2000円,4.7万円,-,3DK,57.96m,https://suumo.jp/chintai/jnc_000049458327/?bc=100183835256
グランシャリオ,茨城県鹿嶋市宮中３,"ＪＲ鹿島線/潮来駅 歩107分,ＪＲ鹿島線/鹿島神宮駅 歩12分,ＪＲ鹿島線/延方駅 歩52分",築15年,2階建,2階,6.25万円,2000円,6.25万円,6.25万円,2DK,50.42m,https://suumo.jp/chintai/jnc_000054971908/?bc=100183519727
アルフォート　Ｂ,茨城県猿島郡境町大字長井戸,東武日光線/南栗橋駅 歩119分,築3年,2階建,1階,4.3万円,4000円,-,-,ワンルーム,30.03m,https://suumo.jp/chintai/jnc_000054270196/?bc=100184198823
アルフォート　Ｂ,茨城県猿島郡境町大字長井戸,東武日光線/南栗橋駅 歩119分,築3年,2階建,1階,4.4万円,4000円,-,-,1K,30.27m,https://suumo.jp/chintai/jnc_000054270195/?bc=100184198824
アルフォート　Ｂ,茨城県猿島郡境町大字長井戸,東武日光線/南栗橋駅 歩119分,築3年,2階建,1階,4.6万円,4000円,-,-,ワンルーム,30.27m,https://suumo.jp/chintai/jnc_000054270198/?bc=100184198827
アルフォート　Ａ,茨城県猿島郡境町大字長井戸,東武日光線/南栗橋駅 歩119分,築3年,2階建,2階,4.5万円,4000円,-,-,1K,30.03m,https://suumo.jp/chintai/jnc_000054270193/?bc=100184198825
アルフォート　Ａ,茨城県猿島郡境町大字長井戸,東武日光線/南栗橋駅 歩119分,築3年,2階建,2階,4.6万円,4000円,-,-,1K,30.27m,https://suumo.jp/chintai/jnc_000054270192/?bc=100184198826
アルフォート　Ａ,茨城県猿島郡境町大字長井戸,東武日光線/南栗橋駅 歩119分,築3年,2階建,2階,4.6万円,4000円,-,-,ワンルーム,30.27m,https://suumo.jp/chintai/jnc_000054270194/?bc=100184198828
コーポちばII,栃木県宇都宮市清原台６,ＪＲ宇都宮線/岡本駅 歩97分,築27年,2階建,1階,3.5万円,-,-,-,1K,26.5m,https://suumo.jp/chintai/jnc_000034244675/?bc=100183798933
仮）坂東市辺田ＴＥアパート,茨城県坂東市辺田,関東鉄道常総線/水海道駅 歩119分,新築,2階建,1階,5.4万円,4000円,5.4万円,-,1LDK,42.59m,https://suumo.jp/chintai/jnc_000055124536/?bc=100184178797
仮）坂東市辺田ＴＥアパート,茨城県坂東市辺田,関東鉄道常総線/水海道駅 歩119分,新築,2階建,1階,5.4万円,4000円,5.4万円,-,1LDK,42.59m,https://suumo.jp/chintai/jnc_000055124537/?bc=100184178801
メゾン・ド・アンジュ　Ａ,茨城県坂東市辺田,関東鉄道常総線/水海道駅 歩116分,新築,2階建,2階,6.25万円,3000円,-,-,2LDK,55.68m,https://suumo.jp/chintai/jnc_000053136738/?bc=100183863286
メゾン・ド・アンジュ　Ａ,茨城県坂東市辺田,関東鉄道常総線/水海道駅 歩116分,新築,2階建,2階,6.25万円,3000円,-,-,2LDK,55.68m,https://suumo.jp/chintai/jnc_000053136737/?bc=100183863285
メゾン・ド・アンジュ　Ａ,茨城県坂東市辺田,関東鉄道常総線/水海道駅 歩116分,新築,2階建,2階,6.25万円,3000円,-,-,2LDK,55.68m,https://suumo.jp/chintai/jnc_000053136736/?bc=100165933428
メゾン・ド・アンジュ　Ｂ,茨城県坂東市辺田,関東鉄道常総線/水海道駅 歩116分,新築,2階建,2階,6.4万円,3000円,-,-,2LDK,57.54m,https://suumo.jp/chintai/jnc_000053136743/?bc=100183863301
ビュークレスト　Ｄ,群馬県高崎市箕郷町東明屋,湘南新宿ライン高海/高崎駅 バス40分 (バス停)東明屋 歩8分,築20年,2階建,1階,4.2万円,3000円,-,-,2LDK,55.2m,https://suumo.jp/chintai/jnc_000053889759/?bc=100183627452
笠原コーポ,茨城県水戸市笠原町,ＪＲ常磐線/水戸駅 歩77分,築42年,5階建,2階,5.5万円,-,5.5万円,-,2LDK,55m,https://suumo.jp/chintai/jnc_000041868625/?bc=100183776814
プラザイン東松山,埼玉県東松山市大字大谷,東武東上線/東松山駅 歩74分,築43年,平屋,-,4.5万円,2000円,-,4.5万円,3K,40m,https://suumo.jp/chintai/jnc_000054994242/?bc=100163619230
K・レジデンスI,茨城県神栖市深芝南４,"ＪＲ鹿島線/鹿島神宮駅 歩96分,ＪＲ鹿島線/延方駅 歩125分,ＪＲ成田線/水郷駅 歩158分",築19年,2階建,2階,5.3万円,2000円,-,-,3LDK,65.57m,https://suumo.jp/chintai/jnc_000053720369/?bc=100183892147
ドリーム２０　Ａ,茨城県坂東市辺田,関東鉄道常総線/水海道駅 歩117分,新築,2階建,1階,5.55万円,2500円,-,-,1LDK,45.27m,https://suumo.jp/chintai/jnc_000054829292/?bc=100183863290
ドリーム２０　Ａ,茨城県坂東市辺田,関東鉄道常総線/水海道駅 歩117分,新築,2階建,1階,5.55万円,2500円,-,-,1LDK,45.27m,https://suumo.jp/chintai/jnc_000054829291/?bc=100183863302
ドリーム２０　Ａ,茨城県坂東市辺田,関東鉄道常総線/水海道駅 歩117分,新築,2階建,1階,6.15万円,2500円,-,-,2LDK,57.23m,https://suumo.jp/chintai/jnc_000054829293/?bc=100183863292
ドリーム２０　Ａ,茨城県坂東市辺田,関東鉄道常総線/水海道駅 歩117分,新築,2階建,1階,6.15万円,2500円,-,-,2LDK,57.23m,https://suumo.jp/chintai/jnc_000054829294/?bc=100183863303
ドリーム２０　Ｂ,茨城県坂東市辺田,関東鉄道常総線/水海道駅 歩117分,新築,2階建,1階,5.65万円,2500円,-,-,1LDK,50.49m,https://suumo.jp/chintai/jnc_000054829286/?bc=100183863257
ドリーム２０　Ｂ,茨城県坂東市辺田,関東鉄道常総線/水海道駅 歩117分,新築,2階建,1階,5.85万円,2500円,-,-,1LDK,50.49m,https://suumo.jp/chintai/jnc_000054829285/?bc=100183863260
ドリーム２０　Ｂ,茨城県坂東市辺田,関東鉄道常総線/水海道駅 歩117分,新築,2階建,1階,6.25万円,2500円,-,-,2LDK,59.09m,https://suumo.jp/chintai/jnc_000054829289/?bc=100183863283
ドリーム２０　Ｂ,茨城県坂東市辺田,関東鉄道常総線/水海道駅 歩117分,新築,2階建,1階,6.45万円,2500円,-,-,2LDK,59.09m,https://suumo.jp/chintai/jnc_000054829290/?bc=100183863266
ドリーム２０　Ｂ,茨城県坂東市辺田,関東鉄道常総線/水海道駅 歩117分,新築,2階建,1階,6.45万円,2500円,-,-,2LDK,59.09m,https://suumo.jp/chintai/jnc_000054829288/?bc=100183863258
松本ビル,東京都江戸川区南葛西６,"ＪＲ京葉線/葛西臨海公園駅 歩18分,東京メトロ東西線/葛西駅 バス10分 (バス停)南葛西会館前 歩2分,東京メトロ東西線/西葛西駅 バス12分 (バス停)南葛西小学校前 歩3分",築28年,6階建,3階,5.1万円,5000円,5.1万円,5.1万円,ワンルーム,19.44m,https://suumo.jp/chintai/jnc_000053282718/?bc=100184253058
松本ビル,東京都江戸川区南葛西６,"ＪＲ京葉線/葛西臨海公園駅 歩18分,東京メトロ東西線/葛西駅 バス10分 (バス停)南葛西会館前 歩2分,東京メトロ東西線/西葛西駅 バス12分 (バス停)南葛西小学校前 歩3分",築28年,6階建,3階,5.4万円,5000円,5.4万円,5.4万円,ワンルーム,19.44m,https://suumo.jp/chintai/jnc_000053086024/?bc=100174400536
比企郡川島町下伊草203-5　貸家,埼玉県比企郡川島町大字下伊草,"東武東上線/川越駅 歩84分,東武東上線/霞ヶ関駅 歩81分,東武東上線/鶴ヶ島駅 歩82分",築31年,2階建,1-2階,6万円,-,6万円,6万円,4LDK,93.57m,https://suumo.jp/chintai/jnc_000055056968/?bc=100183896653
ルーチェ,茨城県古河市水海,ＪＲ宇都宮線/古河駅 歩114分,築3年,2階建,1階,5.1万円,3500円,6万円,-,1LDK,42.74m,https://suumo.jp/chintai/jnc_000031937973/?bc=100183860553
コーポＫ＆Ｋ　ＩＩ,茨城県坂東市辺田,関東鉄道常総線/三妻駅 歩99分,築17年,2階建,1階,4.8万円,3000円,4.8万円,2.4万円,2DK,52.29m,https://suumo.jp/chintai/jnc_000054985851/?bc=100183497531
サンビトレス　II,茨城県神栖市下幡木,ＪＲ鹿島線/鹿島神宮駅 バス24分 (バス停)深芝新田 歩28分,築8年,2階建,1階,5.1万円,3000円,-,-,2DK,45.31m,https://suumo.jp/chintai/jnc_000025533616/?bc=100183860162
クリーンコート,東京都中野区新井２,"ＪＲ中央線/中野駅 歩10分,東京メトロ丸ノ内線/新中野駅 歩20分,西武新宿線/沼袋駅 歩10分",築16年,3階建,1階,9万円,5000円,9万円,9万円,1DK,32.22m,https://suumo.jp/chintai/jnc_000044065838/?bc=100183514301
グランドール　ソシア,茨城県神栖市土合南１,ＪＲ成田線/銚子駅 歩108分,築7年,3階建,1階,7.7万円,4500円,-,7.7万円,3LDK,70.44m,https://suumo.jp/chintai/jnc_000054837213/?bc=100183496930
グランドール　ソシア,茨城県神栖市土合南１,ＪＲ成田線/銚子駅 歩108分,築7年,3階建,1階,7.8万円,4500円,-,7.8万円,3LDK,70.44m,https://suumo.jp/chintai/jnc_000054837214/?bc=100183496914
グリーングラス,群馬県伊勢崎市柴町,"ＪＲ高崎線/本庄駅 歩95分,東武伊勢崎線/新伊勢崎駅 歩69分,ＪＲ両毛線/伊勢崎駅 歩74分",築21年,3階建,1階,3.5万円,3000円,-,-,1K,32m,https://suumo.jp/chintai/jnc_000055002955/?bc=100183653830
コーポロイヤル,千葉県成田市桜田,ＪＲ成田線/大戸駅 歩86分,築27年,2階建,2階,3.6万円,3000円,-,-,2DK,39.72m,https://suumo.jp/chintai/jnc_000055137705/?bc=100184238157
アンフィニ・アムールＡ,茨城県龍ヶ崎市松ケ丘４,ＪＲ常磐線/佐貫駅 バス15分 (バス停)松ヶ丘４丁目 歩2分,築22年,2階建,1階,4.5万円,2000円,-,-,2DK,46.06m,https://suumo.jp/chintai/jnc_000025852551/?bc=100184145929
レジデンスあすか,茨城県つくば市花畑１,つくばエクスプレス/つくば駅 歩75分,築40年,2階建,2階,1.8万円,2000円,-,-,1K,23.8m,https://suumo.jp/chintai/jnc_000053002937/?bc=100183670908
サニーウェルヒルズB,茨城県東茨城郡茨城町大字前田,ＪＲ常磐線/水戸駅 歩108分,築6年,2階建,1階,6.5万円,4600円,-,3万円,1LDK,53.65m,https://suumo.jp/chintai/jnc_000054299026/?bc=100184187511
小田急小田原線 本厚木駅 3階建 築4年,神奈川県愛甲郡愛川町中津,"小田急小田原線/本厚木駅 歩110分,ＪＲ相模線/海老名駅 歩112分,ＪＲ相模線/原当麻駅 歩66分",築4年,3階建,2階,3.6万円,5000円,-,-,1K,25m,https://suumo.jp/chintai/jnc_000054132958/?bc=100183649624
レオパレストラッド・ユキ,茨城県龍ヶ崎市貝原塚町,"関東鉄道竜ヶ崎線/竜ヶ崎駅 歩64分,関東鉄道竜ヶ崎線/入地駅 歩73分,ＪＲ常磐線/佐貫駅 歩86分",築28年,2階建,1階,2.8万円,3500円,-,-,1K,19.87m,https://suumo.jp/chintai/jnc_000054174483/?bc=100183890667
レオパレストラッド・ユキ,茨城県龍ヶ崎市貝原塚町,"関東鉄道竜ヶ崎線/竜ヶ崎駅 歩64分,関東鉄道竜ヶ崎線/入地駅 歩73分,ＪＲ常磐線/佐貫駅 歩86分",築28年,2階建,1階,2.9万円,3500円,-,-,1K,26.49m,https://suumo.jp/chintai/jnc_000054270107/?bc=100183913916
レオパレストラッド・ユキ,茨城県龍ヶ崎市貝原塚町,"関東鉄道竜ヶ崎線/竜ヶ崎駅 歩64分,関東鉄道竜ヶ崎線/入地駅 歩73分,ＪＲ常磐線/佐貫駅 歩86分",築28年,2階建,1階,2.9万円,3500円,-,1.45万円,1K,19.87m,https://suumo.jp/chintai/jnc_000054174482/?bc=100184057693
ＪＲ宇都宮線 岡本駅 2階建 築4年,栃木県宇都宮市清原台５,ＪＲ宇都宮線/岡本駅 歩110分,築4年,2階建,2階,5.5万円,2000円,-,-,1LDK,43.4m,https://suumo.jp/chintai/jnc_000054730637/?bc=100183779620
マリアージュB,栃木県宇都宮市宝木町２,"ＪＲ宇都宮線/宇都宮駅 歩90分,東武宇都宮線/東武宇都宮駅 歩73分,東武宇都宮線/江曽島駅 歩108分",築24年,2階建,2階,4.5万円,-,4.5万円,-,1LDK,40.92m,https://suumo.jp/chintai/jnc_000054131142/?bc=100184065220
パークサイド松ヶ丘,茨城県龍ヶ崎市松ケ丘１,"ＪＲ常磐線/佐貫駅 歩93分,関東鉄道竜ヶ崎線/入地駅 歩79分,ＪＲ常磐線/牛久駅 歩108分",築19年,2階建,1階,4.5万円,2700円,-,2万円,1K,26.71m,https://suumo.jp/chintai/jnc_000054762802/?bc=100184229798
アンフィニ・アムールB,茨城県龍ヶ崎市松ケ丘４,"ＪＲ常磐線/佐貫駅 歩90分,関東鉄道竜ヶ崎線/佐貫駅 歩90分,関東鉄道竜ヶ崎線/入地駅 歩76分",築22年,2階建,2階,4.6万円,2000円,-,-,2LDK,58.12m,https://suumo.jp/chintai/jnc_000054978413/?bc=100183913914
